Iteration,Type,Sentence,Category,Correct Response
2,comp_pos_dis,"In the list of sentences: The green juice spilled all over the computer., The green paint was vibrant in color., The computer had a really large paint stain on it., There was green mold growing on the old cheese., There is a computer on the table., The wall had a fresh layer of paint., which sentences have either the words green or computer?",experimental,"(['The green paint was vibrant in color.', 'The computer had a really large paint stain on it.', 'There was green mold growing on the old cheese.', 'There is a computer on the table.'], ['The green juice spilled all over the computer.', 'The green paint was vibrant in color.', 'The computer had a really large paint stain on it.', 'There was green mold growing on the old cheese.', 'There is a computer on the table.'])"
2,simple_neg_dis,"In the list of sentences: The green juice spilled all over the computer., The green paint was vibrant in color., The computer had a really large paint stain on it., There was green mold growing on the old cheese., There is a computer on the table., The wall had a fresh layer of paint., which sentences do not have the words paint or computer?",experimental,"(['There was green mold growing on the old cheese.'], ['The green juice spilled all over the computer.', 'The green paint was vibrant in color.', 'There was green mold growing on the old cheese.', 'There is a computer on the table.', 'The wall had a fresh layer of paint.'])"
2,comp_neg_dis,"In the list of sentences: The green juice spilled all over the computer., The green paint was vibrant in color., The computer had a really large paint stain on it., There was green mold growing on the old cheese., There is a computer on the table., The wall had a fresh layer of paint., which sentences do not have either the words paint or green?",experimental,"(['The green paint was vibrant in color.', 'There is a computer on the table.'], ['There is a computer on the table.'])"
2,simple_neg_conj,"In the list of sentences: The green juice spilled all over the computer., The green paint was vibrant in color., The computer had a really large paint stain on it., There was green mold growing on the old cheese., There is a computer on the table., The wall had a fresh layer of paint., which sentences do not have the words computer and green?",experimental,"(['The green paint was vibrant in color.', 'The computer had a really large paint stain on it.', 'There was green mold growing on the old cheese.', 'There is a computer on the table.', 'The wall had a fresh layer of paint.'], ['The wall had a fresh layer of paint.'])"
2,inc_dis,"In the list of sentences: The green juice spilled all over the computer., The green paint was vibrant in color., The computer had a really large paint stain on it., There was green mold growing on the old cheese., There is a computer on the table., The wall had a fresh layer of paint., which sentences have the word paint or computer or both?",control,"['The green juice spilled all over the computer.', 'The green paint was vibrant in color.', 'The computer had a really large paint stain on it.', 'There is a computer on the table.', 'The wall had a fresh layer of paint.']"
2,ex_dis,"In the list of sentences: The green juice spilled all over the computer., The green paint was vibrant in color., The computer had a really large paint stain on it., There was green mold growing on the old cheese., There is a computer on the table., The wall had a fresh layer of paint., which sentences have the word green or paint, but not both?",control,"['The green juice spilled all over the computer.', 'The computer had a really large paint stain on it.', 'There was green mold growing on the old cheese.', 'The wall had a fresh layer of paint.']"
2,comp_neg,"In the list of sentences: The green juice spilled all over the computer., The green paint was vibrant in color., The computer had a really large paint stain on it., There was green mold growing on the old cheese., There is a computer on the table., The wall had a fresh layer of paint., which sentences have neither the word green nor paint?",control,['There is a computer on the table.']
2,simple_pos_conj,"In the list of sentences: The green juice spilled all over the computer., The green paint was vibrant in color., The computer had a really large paint stain on it., There was green mold growing on the old cheese., There is a computer on the table., The wall had a fresh layer of paint., which sentences have the words paint and computer?",control,['The computer had a really large paint stain on it.']
2,comp_neg_conj,"In the list of sentences: The green juice spilled all over the computer., The green paint was vibrant in color., The computer had a really large paint stain on it., There was green mold growing on the old cheese., There is a computer on the table., The wall had a fresh layer of paint., which sentences do not have both the words green and computer?",control,"(['The green paint was vibrant in color.', 'The computer had a really large paint stain on it.', 'There was green mold growing on the old cheese.', 'There is a computer on the table.', 'The wall had a fresh layer of paint.'], ['The wall had a fresh layer of paint.'])"
3,simple_pos,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences have the word water?",experimental,"['The stairs to the room were flooded with water after the rain.', 'I need to drink some water after class.', 'My water bottle was empty.']"
3,simple_neg,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences do not have the word water?",experimental,"['The stairs to the class were damaged.', 'The leaning tower of Pisa has a lot of stairs.', 'This class is boring.']"
3,simple_pos_dis,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences have the words stairs or class?",experimental,"(['The stairs to the room were flooded with water after the rain.', 'The stairs to the class were damaged.', 'I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.', 'This class is boring.'], ['The stairs to the room were flooded with water after the rain.', 'I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.', 'This class is boring.'])"
3,comp_pos_dis,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences have either the words class or stairs?",experimental,"(['The stairs to the room were flooded with water after the rain.', 'I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.', 'This class is boring.'], ['The stairs to the room were flooded with water after the rain.', 'The stairs to the class were damaged.', 'I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.', 'This class is boring.'])"
3,simple_neg_dis,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences do not have the words stairs or class?",experimental,"(['My water bottle was empty.'], ['The stairs to the room were flooded with water after the rain.', 'I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.', 'My water bottle was empty.', 'This class is boring.'])"
3,comp_neg_dis,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences do not have either the words class or water?",experimental,"(['I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.'], ['The leaning tower of Pisa has a lot of stairs.'])"
3,simple_neg_conj,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences do not have the words stairs and water?",experimental,"(['The stairs to the class were damaged.', 'I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.', 'My water bottle was empty.', 'This class is boring.'], ['This class is boring.'])"
3,inc_dis,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences have the word class or stairs or both?",control,"['The stairs to the room were flooded with water after the rain.', 'The stairs to the class were damaged.', 'I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.', 'This class is boring.']"
3,ex_dis,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences have the word class or water, but not both?",control,"['The stairs to the room were flooded with water after the rain.', 'The stairs to the class were damaged.', 'My water bottle was empty.', 'This class is boring.']"
3,comp_neg,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences have neither the word water nor class?",control,['The leaning tower of Pisa has a lot of stairs.']
3,simple_pos_conj,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences have the words water and stairs?",control,['The stairs to the room were flooded with water after the rain.']
3,comp_neg_conj,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences do not have both the words stairs and water?",control,"(['The stairs to the class were damaged.', 'I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.', 'My water bottle was empty.', 'This class is boring.'], ['This class is boring.'])"
4,simple_pos,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences have the word kitchen?",experimental,"['I left my jacket in the kitchen this morning.', 'I grabbed my toothbrush from the kitchen.', 'The kitchen is a mess.']"
4,simple_neg,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences do not have the word morning?",experimental,"['I grabbed my toothbrush from the kitchen.', 'I use a toothbrush to brush my teeth.', 'The kitchen is a mess.']"
4,simple_pos_dis,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences have the words morning or toothbrush?",experimental,"(['I left my jacket in the kitchen this morning.', 'I grabbed my toothbrush from the kitchen.', 'I clean my toothbrush every morning.', 'I use a toothbrush to brush my teeth.', 'I do not like waking up in the morning.'], ['I left my jacket in the kitchen this morning.', 'I grabbed my toothbrush from the kitchen.', 'I use a toothbrush to brush my teeth.', 'I do not like waking up in the morning.'])"
4,comp_pos_dis,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences have either the words toothbrush or morning?",experimental,"(['I left my jacket in the kitchen this morning.', 'I grabbed my toothbrush from the kitchen.', 'I use a toothbrush to brush my teeth.', 'I do not like waking up in the morning.'], ['I left my jacket in the kitchen this morning.', 'I grabbed my toothbrush from the kitchen.', 'I clean my toothbrush every morning.', 'I use a toothbrush to brush my teeth.', 'I do not like waking up in the morning.'])"
4,simple_neg_dis,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences do not have the words toothbrush or kitchen?",experimental,"(['I do not like waking up in the morning.'], ['I left my jacket in the kitchen this morning.', 'I clean my toothbrush every morning.', 'I use a toothbrush to brush my teeth.', 'The kitchen is a mess.', 'I do not like waking up in the morning.'])"
4,comp_neg_dis,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences do not have either the words toothbrush or kitchen?",experimental,"(['I grabbed my toothbrush from the kitchen.', 'I do not like waking up in the morning.'], ['I do not like waking up in the morning.'])"
4,simple_neg_conj,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences do not have the words toothbrush and kitchen?",experimental,"(['I left my jacket in the kitchen this morning.', 'I clean my toothbrush every morning.', 'I use a toothbrush to brush my teeth.', 'The kitchen is a mess.', 'I do not like waking up in the morning.'], ['I do not like waking up in the morning.'])"
4,inc_dis,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences have the word toothbrush or morning or both?",control,"['I left my jacket in the kitchen this morning.', 'I grabbed my toothbrush from the kitchen.', 'I clean my toothbrush every morning.', 'I use a toothbrush to brush my teeth.', 'I do not like waking up in the morning.']"
4,ex_dis,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences have the word kitchen or morning, but not both?",control,"['I grabbed my toothbrush from the kitchen.', 'I clean my toothbrush every morning.', 'The kitchen is a mess.', 'I do not like waking up in the morning.']"
4,comp_neg,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences have neither the word morning nor toothbrush?",control,['The kitchen is a mess.']
4,simple_pos_conj,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences have the words toothbrush and kitchen?",control,['I grabbed my toothbrush from the kitchen.']
4,comp_neg_conj,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences do not have both the words morning and toothbrush?",control,"(['I left my jacket in the kitchen this morning.', 'I grabbed my toothbrush from the kitchen.', 'I use a toothbrush to brush my teeth.', 'The kitchen is a mess.', 'I do not like waking up in the morning.'], ['The kitchen is a mess.'])"
5,simple_pos,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences have the word mouse?",experimental,"['The red mouse is trapped in a cage.', 'The mouse toy was made of wood.', 'I have a pet mouse.']"
5,simple_neg,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences do not have the word mouse?",experimental,"['My house is made of red wood.', 'I put my gift in a red bag.', 'I prefer using wood cooking utensils.']"
5,simple_pos_dis,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences have the words red or wood?",experimental,"(['The red mouse is trapped in a cage.', 'My house is made of red wood.', 'The mouse toy was made of wood.', 'I put my gift in a red bag.', 'I prefer using wood cooking utensils.'], ['The red mouse is trapped in a cage.', 'The mouse toy was made of wood.', 'I put my gift in a red bag.', 'I prefer using wood cooking utensils.'])"
5,comp_pos_dis,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences have either the words wood or mouse?",experimental,"(['The red mouse is trapped in a cage.', 'My house is made of red wood.', 'I have a pet mouse.', 'I prefer using wood cooking utensils.'], ['The red mouse is trapped in a cage.', 'My house is made of red wood.', 'The mouse toy was made of wood.', 'I have a pet mouse.', 'I prefer using wood cooking utensils.'])"
5,simple_neg_dis,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences do not have the words mouse or red?",experimental,"(['I prefer using wood cooking utensils.'], ['My house is made of red wood.', 'The mouse toy was made of wood.', 'I have a pet mouse.', 'I put my gift in a red bag.', 'I prefer using wood cooking utensils.'])"
5,comp_neg_dis,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences do not have either the words mouse or wood?",experimental,"(['The mouse toy was made of wood.', 'I put my gift in a red bag.'], ['I put my gift in a red bag.'])"
5,simple_neg_conj,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences do not have the words mouse and wood?",experimental,"(['The red mouse is trapped in a cage.', 'My house is made of red wood.', 'I have a pet mouse.', 'I put my gift in a red bag.', 'I prefer using wood cooking utensils.'], ['I put my gift in a red bag.'])"
5,inc_dis,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences have the word mouse or wood or both?",control,"['The red mouse is trapped in a cage.', 'My house is made of red wood.', 'The mouse toy was made of wood.', 'I have a pet mouse.', 'I prefer using wood cooking utensils.']"
5,ex_dis,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences have the word wood or mouse, but not both?",control,"['The red mouse is trapped in a cage.', 'My house is made of red wood.', 'I have a pet mouse.', 'I prefer using wood cooking utensils.']"
5,comp_neg,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences have neither the word mouse nor red?",control,['I prefer using wood cooking utensils.']
5,simple_pos_conj,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences have the words wood and red?",control,['My house is made of red wood.']
5,comp_neg_conj,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences do not have both the words red and wood?",control,"(['The red mouse is trapped in a cage.', 'The mouse toy was made of wood.', 'I have a pet mouse.', 'I put my gift in a red bag.', 'I prefer using wood cooking utensils.'], ['I have a pet mouse.'])"
6,simple_pos,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences have the word car?",experimental,"['I drove my car to the outlet mall.', 'My car works really well.', 'Some car is blocking my car.']"
6,simple_neg,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences do not have the word outlet?",experimental,"['My car works really well.', 'I dropped my keys in a water well.', 'Some car is blocking my car.']"
6,simple_pos_dis,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences have the words well or outlet?",experimental,"(['I drove my car to the outlet mall.', 'My car works really well.', 'My phone is doing well now that it is plugged into an outlet.', 'I dropped my keys in a water well.', 'My poetry is an outlet for my emotions.'], ['I drove my car to the outlet mall.', 'My car works really well.', 'I dropped my keys in a water well.', 'My poetry is an outlet for my emotions.'])"
6,comp_pos_dis,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences have either the words outlet or car?",experimental,"(['My car works really well.', 'My phone is doing well now that it is plugged into an outlet.', 'Some car is blocking my car.', 'My poetry is an outlet for my emotions.'], ['I drove my car to the outlet mall.', 'My car works really well.', 'My phone is doing well now that it is plugged into an outlet.', 'Some car is blocking my car.', 'My poetry is an outlet for my emotions.'])"
6,simple_neg_dis,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences do not have the words well or outlet?",experimental,"(['Some car is blocking my car.'], ['I drove my car to the outlet mall.', 'My car works really well.', 'I dropped my keys in a water well.', 'Some car is blocking my car.', 'My poetry is an outlet for my emotions.'])"
6,comp_neg_dis,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences do not have either the words outlet or well?",experimental,"(['My phone is doing well now that it is plugged into an outlet.', 'Some car is blocking my car.'], ['Some car is blocking my car.'])"
6,simple_neg_conj,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences do not have the words car and well?",experimental,"(['I drove my car to the outlet mall.', 'My phone is doing well now that it is plugged into an outlet.', 'I dropped my keys in a water well.', 'Some car is blocking my car.', 'My poetry is an outlet for my emotions.'], ['My poetry is an outlet for my emotions.'])"
6,inc_dis,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences have the word car or outlet or both?",control,"['I drove my car to the outlet mall.', 'My car works really well.', 'My phone is doing well now that it is plugged into an outlet.', 'Some car is blocking my car.', 'My poetry is an outlet for my emotions.']"
6,ex_dis,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences have the word car or outlet, but not both?",control,"['My car works really well.', 'My phone is doing well now that it is plugged into an outlet.', 'Some car is blocking my car.', 'My poetry is an outlet for my emotions.']"
6,comp_neg,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences have neither the word car nor well?",control,['My poetry is an outlet for my emotions.']
6,simple_pos_conj,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences have the words outlet and car?",control,['I drove my car to the outlet mall.']
6,comp_neg_conj,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences do not have both the words outlet and car?",control,"(['My car works really well.', 'My phone is doing well now that it is plugged into an outlet.', 'I dropped my keys in a water well.', 'Some car is blocking my car.', 'My poetry is an outlet for my emotions.'], ['I dropped my keys in a water well.'])"
7,simple_pos,"In the list of sentences: The train conductor's orange vest had a stain., I owned an orange wind up car., The sky was orange and there was heavy wind., I enjoyed eating my orange., I had to train for the marathon., The wind blew away the tent., which sentences have the word train?",experimental,"[""The train conductor's orange vest had a stain."", 'I had to train for the marathon.']"
7,simple_neg,"In the list of sentences: The train conductor's orange vest had a stain., I owned an orange wind up car., The sky was orange and there was heavy wind., I enjoyed eating my orange., I had to train for the marathon., The wind blew away the tent., which sentences do not have the word wind?",experimental,"[""The train conductor's orange vest had a stain."", 'I enjoyed eating my orange.', 'I had to train for the marathon.']"
