Iteration,Type,Sentence,Category,Correct Response,Model Response,Order,Correct,Matched Response
2,inc_dis,"In the list of sentences: The green juice spilled all over the computer., The green paint was vibrant in color., The computer had a really large paint stain on it., There was green mold growing on the old cheese., There is a computer on the table., The wall had a fresh layer of paint., which sentences have the word paint or computer or both?",control,"['The green juice spilled all over the computer.', 'The green paint was vibrant in color.', 'The computer had a really large paint stain on it.', 'There is a computer on the table.', 'The wall had a fresh layer of paint.']","[The green paint was vibrant in color., The computer had a really large paint stain on it., The wall had a fresh layer of paint., The computer on the table.]",20,0,-1
2,ex_dis,"In the list of sentences: The green juice spilled all over the computer., The green paint was vibrant in color., The computer had a really large paint stain on it., There was green mold growing on the old cheese., There is a computer on the table., The wall had a fresh layer of paint., which sentences have the word green or paint, but not both?",control,"['The green juice spilled all over the computer.', 'The computer had a really large paint stain on it.', 'There was green mold growing on the old cheese.', 'The wall had a fresh layer of paint.']","[The green juice, The wall had a fresh layer of paint.]",21,0,-1
2,comp_neg,"In the list of sentences: The green juice spilled all over the computer., The green paint was vibrant in color., The computer had a really large paint stain on it., There was green mold growing on the old cheese., There is a computer on the table., The wall had a fresh layer of paint., which sentences have neither the word green nor paint?",control,['There is a computer on the table.'],"[The wall had a fresh layer of paint., The computer on the table was not green nor paint.]",22,0,-1
2,simple_pos_conj,"In the list of sentences: The green juice spilled all over the computer., The green paint was vibrant in color., The computer had a really large paint stain on it., There was green mold growing on the old cheese., There is a computer on the table., The wall had a fresh layer of paint., which sentences have the words paint and computer?",control,['The computer had a really large paint stain on it.'],"[The green paint was vibrant in color., The computer had a really large paint stain on it., The wall had a fresh layer of paint.]",23,0,-1
2,comp_neg_conj,"In the list of sentences: The green juice spilled all over the computer., The green paint was vibrant in color., The computer had a really large paint stain on it., There was green mold growing on the old cheese., There is a computer on the table., The wall had a fresh layer of paint., which sentences do not have both the words green and computer?",control,"(['The green paint was vibrant in color.', 'The computer had a really large paint stain on it.', 'There was green mold growing on the old cheese.', 'There is a computer on the table.', 'The wall had a fresh layer of paint.'], ['The wall had a fresh layer of paint.'])","[The green paint was vibrant in color., The wall had a fresh layer of paint., which sentences do not have both the words green and computer?]",24,0,-1
3,simple_pos,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences have the word water?",experimental,"['The stairs to the room were flooded with water after the rain.', 'I need to drink some water after class.', 'My water bottle was empty.']","[The stairs to the room were flooded with water after the rain., The stairs to the class were damaged.]",25,0,-1
3,simple_neg,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences do not have the word water?",experimental,"['The stairs to the class were damaged.', 'The leaning tower of Pisa has a lot of stairs.', 'This class is boring.']","[The stairs to the class were damaged., My water bottle was empty.]",26,0,-1
3,simple_pos_dis,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences have the words stairs or class?",experimental,"(['The stairs to the room were flooded with water after the rain.', 'The stairs to the class were damaged.', 'I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.', 'This class is boring.'], ['The stairs to the room were flooded with water after the rain.', 'I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.', 'This class is boring.'])","[The stairs to the class were damaged., The leaning tower of Pisa has a lot of stairs.]",27,0,-1
3,comp_pos_dis,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences have either the words class or stairs?",experimental,"(['The stairs to the room were flooded with water after the rain.', 'I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.', 'This class is boring.'], ['The stairs to the room were flooded with water after the rain.', 'The stairs to the class were damaged.', 'I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.', 'This class is boring.'])","[The stairs to the class were damaged., The leaning tower of Pisa has a lot of stairs.]",28,0,-1
3,simple_neg_dis,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences do not have the words stairs or class?",experimental,"(['My water bottle was empty.'], ['The stairs to the room were flooded with water after the rain.', 'I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.', 'My water bottle was empty.', 'This class is boring.'])","[The stairs to the room were flooded with water after the rain., My water bottle was empty., The leaning tower of Pisa has a lot of stairs.]
[which sentences do not have the words stairs or class?]",29,0,-1
3,comp_neg_dis,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences do not have either the words class or water?",experimental,"(['I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.'], ['The leaning tower of Pisa has a lot of stairs.'])","[The stairs to the room were flooded with water after the rain., My water bottle was empty., My water bottle was empty., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring.]",30,0,-1
3,simple_neg_conj,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences do not have the words stairs and water?",experimental,"(['The stairs to the class were damaged.', 'I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.', 'My water bottle was empty.', 'This class is boring.'], ['This class is boring.'])","[The stairs to the class were damaged., The leaning tower of Pisa has a lot of stairs., My water bottle was empty.]
[which sentences do not have the words stairs and water?]",31,0,-1
3,inc_dis,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences have the word class or stairs or both?",control,"['The stairs to the room were flooded with water after the rain.', 'The stairs to the class were damaged.', 'I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.', 'This class is boring.']","[The stairs to the class were damaged., The leaning tower of Pisa has a lot of stairs., The stairs to the room were flooded with water after the rain.]",32,0,-1
3,ex_dis,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences have the word class or water, but not both?",control,"['The stairs to the room were flooded with water after the rain.', 'The stairs to the class were damaged.', 'My water bottle was empty.', 'This class is boring.']","[The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., My water bottle was empty.]",33,0,-1
3,comp_neg,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences have neither the word water nor class?",control,['The leaning tower of Pisa has a lot of stairs.'],"[The stairs to the room were flooded with water after the rain., My water bottle was empty., This class is boring.]",34,0,-1
3,simple_pos_conj,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences have the words water and stairs?",control,['The stairs to the room were flooded with water after the rain.'],"[The stairs to the room were flooded with water after the rain., The stairs to the class were damaged.]",35,0,-1
3,comp_neg_conj,"In the list of sentences: The stairs to the room were flooded with water after the rain., The stairs to the class were damaged., I need to drink some water after class., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., This class is boring., which sentences do not have both the words stairs and water?",control,"(['The stairs to the class were damaged.', 'I need to drink some water after class.', 'The leaning tower of Pisa has a lot of stairs.', 'My water bottle was empty.', 'This class is boring.'], ['This class is boring.'])","[The stairs to the class were damaged., The leaning tower of Pisa has a lot of stairs., My water bottle was empty., My water bottle was empty.]",36,0,-1
4,simple_pos,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences have the word kitchen?",experimental,"['I left my jacket in the kitchen this morning.', 'I grabbed my toothbrush from the kitchen.', 'The kitchen is a mess.']","[kitchen, kitchen]",37,0,-1
4,simple_neg,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences do not have the word morning?",experimental,"['I grabbed my toothbrush from the kitchen.', 'I use a toothbrush to brush my teeth.', 'The kitchen is a mess.']","[grabbed, The kitchen is a mess.]",38,0,-1
4,simple_pos_dis,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences have the words morning or toothbrush?",experimental,"(['I left my jacket in the kitchen this morning.', 'I grabbed my toothbrush from the kitchen.', 'I clean my toothbrush every morning.', 'I use a toothbrush to brush my teeth.', 'I do not like waking up in the morning.'], ['I left my jacket in the kitchen this morning.', 'I grabbed my toothbrush from the kitchen.', 'I use a toothbrush to brush my teeth.', 'I do not like waking up in the morning.'])","[In the kitchen, I left my jacket this morning.] 
[which]",39,0,-1
4,comp_pos_dis,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences have either the words toothbrush or morning?",experimental,"(['I left my jacket in the kitchen this morning.', 'I grabbed my toothbrush from the kitchen.', 'I use a toothbrush to brush my teeth.', 'I do not like waking up in the morning.'], ['I left my jacket in the kitchen this morning.', 'I grabbed my toothbrush from the kitchen.', 'I clean my toothbrush every morning.', 'I use a toothbrush to brush my teeth.', 'I do not like waking up in the morning.'])","[grabbed, clean, toothbrush, morning]",40,0,-1
4,simple_neg_dis,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences do not have the words toothbrush or kitchen?",experimental,"(['I do not like waking up in the morning.'], ['I left my jacket in the kitchen this morning.', 'I clean my toothbrush every morning.', 'I use a toothbrush to brush my teeth.', 'The kitchen is a mess.', 'I do not like waking up in the morning.'])","[grabbed, clean, toothbrush, teeth]",41,0,-1
4,comp_neg_dis,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences do not have either the words toothbrush or kitchen?",experimental,"(['I grabbed my toothbrush from the kitchen.', 'I do not like waking up in the morning.'], ['I do not like waking up in the morning.'])","[grabbed, The, which, I, clean, I]",42,0,-1
4,simple_neg_conj,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences do not have the words toothbrush and kitchen?",experimental,"(['I left my jacket in the kitchen this morning.', 'I clean my toothbrush every morning.', 'I use a toothbrush to brush my teeth.', 'The kitchen is a mess.', 'I do not like waking up in the morning.'], ['I do not like waking up in the morning.'])","[grabbed, clean, which, morning, which]",43,0,-1
4,inc_dis,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences have the word toothbrush or morning or both?",control,"['I left my jacket in the kitchen this morning.', 'I grabbed my toothbrush from the kitchen.', 'I clean my toothbrush every morning.', 'I use a toothbrush to brush my teeth.', 'I do not like waking up in the morning.']","[grabbed, toothbrush, morning, use, both]",44,0,-1
4,ex_dis,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences have the word kitchen or morning, but not both?",control,"['I grabbed my toothbrush from the kitchen.', 'I clean my toothbrush every morning.', 'The kitchen is a mess.', 'I do not like waking up in the morning.']","[In the kitchen, I grab my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth.]",45,0,-1
4,comp_neg,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences have neither the word morning nor toothbrush?",control,['The kitchen is a mess.'],"[which, I, the, kitchen]",46,0,-1
4,simple_pos_conj,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences have the words toothbrush and kitchen?",control,['I grabbed my toothbrush from the kitchen.'],"[ I, toothbrush, kitchen]",47,0,-1
4,comp_neg_conj,"In the list of sentences: I left my jacket in the kitchen this morning., I grabbed my toothbrush from the kitchen., I clean my toothbrush every morning., I use a toothbrush to brush my teeth., The kitchen is a mess., I do not like waking up in the morning., which sentences do not have both the words morning and toothbrush?",control,"(['I left my jacket in the kitchen this morning.', 'I grabbed my toothbrush from the kitchen.', 'I use a toothbrush to brush my teeth.', 'The kitchen is a mess.', 'I do not like waking up in the morning.'], ['The kitchen is a mess.'])","[which, I, kitchen, morning, toothbrush]",48,0,-1
5,simple_pos,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences have the word mouse?",experimental,"['The red mouse is trapped in a cage.', 'The mouse toy was made of wood.', 'I have a pet mouse.']","[The red mouse, My house is made of red wood., I have a pet mouse.]",49,0,-1
5,simple_neg,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences do not have the word mouse?",experimental,"['My house is made of red wood.', 'I put my gift in a red bag.', 'I prefer using wood cooking utensils.']","[The red house is made of wood., I prefer using wood cooking utensils.]",50,0,-1
5,simple_pos_dis,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences have the words red or wood?",experimental,"(['The red mouse is trapped in a cage.', 'My house is made of red wood.', 'The mouse toy was made of wood.', 'I put my gift in a red bag.', 'I prefer using wood cooking utensils.'], ['The red mouse is trapped in a cage.', 'The mouse toy was made of wood.', 'I put my gift in a red bag.', 'I prefer using wood cooking utensils.'])","[The red mouse, the mouse toy, my house, I put my gift]",51,0,-1
5,comp_pos_dis,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences have either the words wood or mouse?",experimental,"(['The red mouse is trapped in a cage.', 'My house is made of red wood.', 'I have a pet mouse.', 'I prefer using wood cooking utensils.'], ['The red mouse is trapped in a cage.', 'My house is made of red wood.', 'The mouse toy was made of wood.', 'I have a pet mouse.', 'I prefer using wood cooking utensils.'])","[The red mouse is trapped in a cage., My house is made of wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag.]",52,0,-1
5,simple_neg_dis,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences do not have the words mouse or red?",experimental,"(['I prefer using wood cooking utensils.'], ['My house is made of red wood.', 'The mouse toy was made of wood.', 'I have a pet mouse.', 'I put my gift in a red bag.', 'I prefer using wood cooking utensils.'])","[The red mouse is trapped in a cage., My house is made of wood., I put my gift in a red bag., I prefer using wood cooking utensils.]",53,0,-1
5,comp_neg_dis,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences do not have either the words mouse or wood?",experimental,"(['The mouse toy was made of wood.', 'I put my gift in a red bag.'], ['I put my gift in a red bag.'])","[The red mouse is trapped in a cage., I prefer using wood cooking utensils., I have a pet mouse.]",54,0,-1
5,simple_neg_conj,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences do not have the words mouse and wood?",experimental,"(['The red mouse is trapped in a cage.', 'My house is made of red wood.', 'I have a pet mouse.', 'I put my gift in a red bag.', 'I prefer using wood cooking utensils.'], ['I put my gift in a red bag.'])","[The red mouse is trapped in a cage., I prefer using wood cooking utensils., I have a pet mouse., I put my gift in a red bag.]",55,0,-1
5,inc_dis,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences have the word mouse or wood or both?",control,"['The red mouse is trapped in a cage.', 'My house is made of red wood.', 'The mouse toy was made of wood.', 'I have a pet mouse.', 'I prefer using wood cooking utensils.']","[mouse, wood]",56,0,-1
5,ex_dis,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences have the word wood or mouse, but not both?",control,"['The red mouse is trapped in a cage.', 'My house is made of red wood.', 'I have a pet mouse.', 'I prefer using wood cooking utensils.']","[The red house, I prefer using wood cooking utensils.]",57,0,-1
5,comp_neg,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences have neither the word mouse nor red?",control,['I prefer using wood cooking utensils.'],"[The red toy was made of wood., I prefer using wooden cutting utensils.]",58,0,-1
5,simple_pos_conj,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences have the words wood and red?",control,['My house is made of red wood.'],"[The red mouse, My house, The mouse toy, I have a pet mouse.]",59,0,-1
5,comp_neg_conj,"In the list of sentences: The red mouse is trapped in a cage., My house is made of red wood., The mouse toy was made of wood., I have a pet mouse., I put my gift in a red bag., I prefer using wood cooking utensils., which sentences do not have both the words red and wood?",control,"(['The red mouse is trapped in a cage.', 'The mouse toy was made of wood.', 'I have a pet mouse.', 'I put my gift in a red bag.', 'I prefer using wood cooking utensils.'], ['I have a pet mouse.'])","[The red mouse, My house, I put, I have]",60,0,-1
6,simple_pos,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences have the word car?",experimental,"['I drove my car to the outlet mall.', 'My car works really well.', 'Some car is blocking my car.']","[drived, car, car]",61,0,-1
