Iteration,Type,Sentence,Category,Correct Response,Model Response,Order
1,simple_pos_conj,"In the list of words: hump, sideshow, wornout, flashy, joyous, winnow, which words have the letters w and h?",control,['sideshow'],"[hump, winnow]",11
1,comp_neg_conj,"In the list of words: hump, sideshow, wornout, flashy, joyous, winnow, which words do not have both the letters h and u?",control,"(['sideshow', 'wornout', 'flashy', 'joyous', 'winnow'], ['winnow'])","[sideshow, wornout, flashy, joyous, winnow]",12
2,simple_pos,"In the list of words: duel, johannesburg, headline, lustrous, relayed, homecomings, which words have the letter u?",experimental,"['duel', 'johannesburg', 'lustrous']","[duel, lustrous, homecomings]",13
2,simple_neg,"In the list of words: duel, johannesburg, headline, lustrous, relayed, homecomings, which words do not have the letter d?",experimental,"['johannesburg', 'lustrous', 'homecomings']","[lustrous, relayed, homecomings]",14
2,simple_pos_dis,"In the list of words: duel, johannesburg, headline, lustrous, relayed, homecomings, which words have the letters d or h?",experimental,"(['duel', 'johannesburg', 'headline', 'relayed', 'homecomings'], ['duel', 'johannesburg', 'relayed', 'homecomings'])","[duel, johannesburg, headline]",15
2,comp_pos_dis,"In the list of words: duel, johannesburg, headline, lustrous, relayed, homecomings, which words have either the letters u or d?",experimental,"(['johannesburg', 'headline', 'lustrous', 'relayed'], ['duel', 'johannesburg', 'headline', 'lustrous', 'relayed'])","[duel, johannesburg, lustrous, relayed]",16
2,simple_neg_dis,"In the list of words: duel, johannesburg, headline, lustrous, relayed, homecomings, which words do not have the letters h or d?",experimental,"(['lustrous'], ['duel', 'johannesburg', 'lustrous', 'relayed', 'homecomings'])","[lustrous, relayed]",17
2,comp_neg_dis,"In the list of words: duel, johannesburg, headline, lustrous, relayed, homecomings, which words do not have either the letters d or u?",experimental,"(['duel', 'homecomings'], ['homecomings'])","[headline, lustrous]",18
2,simple_neg_conj,"In the list of words: duel, johannesburg, headline, lustrous, relayed, homecomings, which words do not have the letters u and d?",experimental,"(['johannesburg', 'headline', 'lustrous', 'relayed', 'homecomings'], ['homecomings'])","[headline, lustrous, relayed, homecomings]",19
2,inc_dis,"In the list of words: duel, johannesburg, headline, lustrous, relayed, homecomings, which words have the letter u or h or both?",control,"['duel', 'johannesburg', 'headline', 'lustrous', 'homecomings']","[duel, johannesburg, headline, lustrous, relayed]",20
2,ex_dis,"In the list of words: duel, johannesburg, headline, lustrous, relayed, homecomings, which words have the letter d or h, but not both?",control,"['duel', 'johannesburg', 'relayed', 'homecomings']","[duel, headline, lustrous]",21
2,comp_neg,"In the list of words: duel, johannesburg, headline, lustrous, relayed, homecomings, which words have neither the letter h nor u?",control,['relayed'],"[lustrous, relayed]",22
2,simple_pos_conj,"In the list of words: duel, johannesburg, headline, lustrous, relayed, homecomings, which words have the letters h and d?",control,['headline'],"[headline, johannesburg]",23
2,comp_neg_conj,"In the list of words: duel, johannesburg, headline, lustrous, relayed, homecomings, which words do not have both the letters h and u?",control,"(['duel', 'headline', 'lustrous', 'relayed', 'homecomings'], ['relayed'])","[duel, lustrous, relayed]",24
3,simple_pos,"In the list of words: hermanovski, immortalized, civilizing, admonished, shoved, crazed, which words have the letter m?",experimental,"['hermanovski', 'immortalized', 'admonished']","[hermanovski, immortalized, admonished]",25
3,simple_neg,"In the list of words: hermanovski, immortalized, civilizing, admonished, shoved, crazed, which words do not have the letter v?",experimental,"['immortalized', 'admonished', 'crazed']","[hermanovski, shoved, crazed]",26
3,simple_pos_dis,"In the list of words: hermanovski, immortalized, civilizing, admonished, shoved, crazed, which words have the letters z or m?",experimental,"(['hermanovski', 'immortalized', 'civilizing', 'admonished', 'crazed'], ['hermanovski', 'civilizing', 'admonished', 'crazed'])","[hermanovski, immortalized, admonished]",27
3,comp_pos_dis,"In the list of words: hermanovski, immortalized, civilizing, admonished, shoved, crazed, which words have either the letters v or m?",experimental,"(['immortalized', 'civilizing', 'admonished', 'shoved'], ['hermanovski', 'immortalized', 'civilizing', 'admonished', 'shoved'])","[hermanovski, immortalized, civilizing, admonished]",28
3,simple_neg_dis,"In the list of words: hermanovski, immortalized, civilizing, admonished, shoved, crazed, which words do not have the letters z or v?",experimental,"(['admonished'], ['hermanovski', 'immortalized', 'admonished', 'shoved', 'crazed'])","[hermanovski, immortalized, civilizing, admonished, shoved]",29
3,comp_neg_dis,"In the list of words: hermanovski, immortalized, civilizing, admonished, shoved, crazed, which words do not have either the letters z or v?",experimental,"(['civilizing', 'admonished'], ['admonished'])","[hermanovski, civilizing, admonished, shoved, crazed]",30
3,simple_neg_conj,"In the list of words: hermanovski, immortalized, civilizing, admonished, shoved, crazed, which words do not have the letters m and v?",experimental,"(['immortalized', 'civilizing', 'admonished', 'shoved', 'crazed'], ['crazed'])","[shoved, crazed]",31
3,inc_dis,"In the list of words: hermanovski, immortalized, civilizing, admonished, shoved, crazed, which words have the letter v or z or both?",control,"['hermanovski', 'immortalized', 'civilizing', 'shoved', 'crazed']","[hermanovski, immortalized, civilizing]",32
3,ex_dis,"In the list of words: hermanovski, immortalized, civilizing, admonished, shoved, crazed, which words have the letter z or v, but not both?",control,"['hermanovski', 'immortalized', 'shoved', 'crazed']","[hermanovski, immortalized, civilizing]",33
3,comp_neg,"In the list of words: hermanovski, immortalized, civilizing, admonished, shoved, crazed, which words have neither the letter z nor m?",control,['shoved'],"[shoved, crazed]",34
3,simple_pos_conj,"In the list of words: hermanovski, immortalized, civilizing, admonished, shoved, crazed, which words have the letters m and v?",control,['hermanovski'],"[hermanovski, immortalized, civilizing]",35
3,comp_neg_conj,"In the list of words: hermanovski, immortalized, civilizing, admonished, shoved, crazed, which words do not have both the letters m and v?",control,"(['immortalized', 'civilizing', 'admonished', 'shoved', 'crazed'], ['crazed'])","[hermanovski, civilizing, admonished, shoved, crazed]",36
4,simple_pos,"In the list of words: squaw, qualitative, heavenward, antiques, dower, outsville, which words have the letter q?",experimental,"['squaw', 'qualitative', 'antiques']","[squaw, qualitative]",37
4,simple_neg,"In the list of words: squaw, qualitative, heavenward, antiques, dower, outsville, which words do not have the letter w?",experimental,"['qualitative', 'antiques', 'outsville']","[qualitative, heavenward, antiques, dower, outsville]",38
4,simple_pos_dis,"In the list of words: squaw, qualitative, heavenward, antiques, dower, outsville, which words have the letters v or q?",experimental,"(['squaw', 'qualitative', 'heavenward', 'antiques', 'outsville'], ['squaw', 'heavenward', 'antiques', 'outsville'])","[squaw, qualitative, heavenward, outsville]",39
4,comp_pos_dis,"In the list of words: squaw, qualitative, heavenward, antiques, dower, outsville, which words have either the letters q or v?",experimental,"(['squaw', 'heavenward', 'antiques', 'outsville'], ['squaw', 'qualitative', 'heavenward', 'antiques', 'outsville'])","[squaw, qualitative, heavenward, outsville]",40
4,simple_neg_dis,"In the list of words: squaw, qualitative, heavenward, antiques, dower, outsville, which words do not have the letters q or v?",experimental,"(['dower'], ['squaw', 'heavenward', 'antiques', 'dower', 'outsville'])","[heavenward, antiques, dower, outsville]",41
4,comp_neg_dis,"In the list of words: squaw, qualitative, heavenward, antiques, dower, outsville, which words do not have either the letters q or w?",experimental,"(['squaw', 'outsville'], ['outsville'])","[qualitative, heavenward, antiques, dower, outsville]",42
4,simple_neg_conj,"In the list of words: squaw, qualitative, heavenward, antiques, dower, outsville, which words do not have the letters w and q?",experimental,"(['qualitative', 'heavenward', 'antiques', 'dower', 'outsville'], ['outsville'])","[qualitative, heavenward, antiques, dower, outsville]",43
4,inc_dis,"In the list of words: squaw, qualitative, heavenward, antiques, dower, outsville, which words have the letter q or v or both?",control,"['squaw', 'qualitative', 'heavenward', 'antiques', 'outsville']","[squaw, qualitative, heavenward]",44
4,ex_dis,"In the list of words: squaw, qualitative, heavenward, antiques, dower, outsville, which words have the letter q or v, but not both?",control,"['squaw', 'heavenward', 'antiques', 'outsville']","[heavenward, antiques, dower, outsville]",45
4,comp_neg,"In the list of words: squaw, qualitative, heavenward, antiques, dower, outsville, which words have neither the letter w nor q?",control,['outsville'],"[qualitative, antiques, dower, outsville]",46
4,simple_pos_conj,"In the list of words: squaw, qualitative, heavenward, antiques, dower, outsville, which words have the letters v and w?",control,['heavenward'],"[qualitative, heavenward]",47
4,comp_neg_conj,"In the list of words: squaw, qualitative, heavenward, antiques, dower, outsville, which words do not have both the letters v and w?",control,"(['squaw', 'qualitative', 'antiques', 'dower', 'outsville'], ['antiques'])","[squaw, qualitative, heavenward, antiques, dower]",48
5,simple_pos,"In the list of words: cardiovascular, bridge, slacking, fore, coalesce, paganini, which words have the letter r?",experimental,"['cardiovascular', 'bridge', 'fore']","[cardiovascular, bridge, fore]",49
5,simple_neg,"In the list of words: cardiovascular, bridge, slacking, fore, coalesce, paganini, which words do not have the letter r?",experimental,"['slacking', 'coalesce', 'paganini']","[slacking, fore, paganini]",50
5,simple_pos_dis,"In the list of words: cardiovascular, bridge, slacking, fore, coalesce, paganini, which words have the letters s or g?",experimental,"(['cardiovascular', 'bridge', 'slacking', 'coalesce', 'paganini'], ['cardiovascular', 'bridge', 'coalesce', 'paganini'])","[slacking, coalesce]",51
5,comp_pos_dis,"In the list of words: cardiovascular, bridge, slacking, fore, coalesce, paganini, which words have either the letters g or r?",experimental,"(['cardiovascular', 'slacking', 'fore', 'paganini'], ['cardiovascular', 'bridge', 'slacking', 'fore', 'paganini'])","[bridge, slacking, fore, coalesce]",52
5,simple_neg_dis,"In the list of words: cardiovascular, bridge, slacking, fore, coalesce, paganini, which words do not have the letters r or s?",experimental,"(['paganini'], ['bridge', 'slacking', 'fore', 'coalesce', 'paganini'])","[fore, coalesce]",53
5,comp_neg_dis,"In the list of words: cardiovascular, bridge, slacking, fore, coalesce, paganini, which words do not have either the letters g or s?",experimental,"(['slacking', 'fore'], ['fore'])","[fore, coalesce]",54
5,simple_neg_conj,"In the list of words: cardiovascular, bridge, slacking, fore, coalesce, paganini, which words do not have the letters r and g?",experimental,"(['cardiovascular', 'slacking', 'fore', 'coalesce', 'paganini'], ['coalesce'])","[slacking, fore, coalesce, paganini]",55
5,inc_dis,"In the list of words: cardiovascular, bridge, slacking, fore, coalesce, paganini, which words have the letter g or r or both?",control,"['cardiovascular', 'bridge', 'slacking', 'fore', 'paganini']","[bridge, slacking, fore]",56
5,ex_dis,"In the list of words: cardiovascular, bridge, slacking, fore, coalesce, paganini, which words have the letter r or s, but not both?",control,"['bridge', 'slacking', 'fore', 'coalesce']","[bridge, slacking, coalesce]",57
5,comp_neg,"In the list of words: cardiovascular, bridge, slacking, fore, coalesce, paganini, which words have neither the letter r nor s?",control,['paganini'],"[coalesce, paganini]",58
5,simple_pos_conj,"In the list of words: cardiovascular, bridge, slacking, fore, coalesce, paganini, which words have the letters r and g?",control,['bridge'],[bridge],59
5,comp_neg_conj,"In the list of words: cardiovascular, bridge, slacking, fore, coalesce, paganini, which words do not have both the letters r and g?",control,"(['cardiovascular', 'slacking', 'fore', 'coalesce', 'paganini'], ['coalesce'])","[cardiovascular, slacking, fore, coalesce, paganini]",60
6,simple_pos,"In the list of words: week, overtake, reviewing, kernel, railway, villains, which words have the letter k?",experimental,"['week', 'overtake', 'kernel']",[kernel],61
6,simple_neg,"In the list of words: week, overtake, reviewing, kernel, railway, villains, which words do not have the letter w?",experimental,"['overtake', 'kernel', 'villains']","[kernel, railway, villains]",62
6,simple_pos_dis,"In the list of words: week, overtake, reviewing, kernel, railway, villains, which words have the letters k or w?",experimental,"(['week', 'overtake', 'reviewing', 'kernel', 'railway'], ['overtake', 'reviewing', 'kernel', 'railway'])","[week, kernel, railway]",63
6,comp_pos_dis,"In the list of words: week, overtake, reviewing, kernel, railway, villains, which words have either the letters v or w?",experimental,"(['week', 'overtake', 'railway', 'villains'], ['week', 'overtake', 'reviewing', 'railway', 'villains'])","[week, overtake, reviewing, railway, villains]",64
6,simple_neg_dis,"In the list of words: week, overtake, reviewing, kernel, railway, villains, which words do not have the letters w or k?",experimental,"(['villains'], ['overtake', 'reviewing', 'kernel', 'railway', 'villains'])","['reviewing', 'railway', 'villains']",65
6,comp_neg_dis,"In the list of words: week, overtake, reviewing, kernel, railway, villains, which words do not have either the letters k or w?",experimental,"(['week', 'villains'], ['villains'])","[overtake, reviewing, railway, villains]",66
6,simple_neg_conj,"In the list of words: week, overtake, reviewing, kernel, railway, villains, which words do not have the letters k and w?",experimental,"(['overtake', 'reviewing', 'kernel', 'railway', 'villains'], ['villains'])","[overtake, reviewing, railway, villains]",67
6,inc_dis,"In the list of words: week, overtake, reviewing, kernel, railway, villains, which words have the letter k or v or both?",control,"['week', 'overtake', 'reviewing', 'kernel', 'villains']","[kernel, reviewing, railway, villains]",68
6,ex_dis,"In the list of words: week, overtake, reviewing, kernel, railway, villains, which words have the letter k or w, but not both?",control,"['overtake', 'reviewing', 'kernel', 'railway']","[week, kernel]",69
6,comp_neg,"In the list of words: week, overtake, reviewing, kernel, railway, villains, which words have neither the letter k nor w?",control,['villains'],[villains],70
6,simple_pos_conj,"In the list of words: week, overtake, reviewing, kernel, railway, villains, which words have the letters w and v?",control,['reviewing'],"[overtake, reviewing]",71
6,comp_neg_conj,"In the list of words: week, overtake, reviewing, kernel, railway, villains, which words do not have both the letters w and v?",control,"(['week', 'overtake', 'kernel', 'railway', 'villains'], ['kernel'])","[kernel, railway]",72
7,simple_pos,"In the list of words: puts, usis, paragraphing, slaughtered, slept, tieken, which words have the letter i?",experimental,"['usis', 'paragraphing', 'tieken']","[usis, paragraphing, tieken]",73
7,simple_neg,"In the list of words: puts, usis, paragraphing, slaughtered, slept, tieken, which words do not have the letter p?",experimental,"['usis', 'slaughtered', 'tieken']","[usis, slept, tieken]",74
7,simple_pos_dis,"In the list of words: puts, usis, paragraphing, slaughtered, slept, tieken, which words have the letters p or u?",experimental,"(['puts', 'usis', 'paragraphing', 'slaughtered', 'slept'], ['usis', 'paragraphing', 'slaughtered', 'slept'])","[puts, usis, paragraphing, slaughtered, slept]",75
7,comp_pos_dis,"In the list of words: puts, usis, paragraphing, slaughtered, slept, tieken, which words have either the letters u or p?",experimental,"(['usis', 'paragraphing', 'slaughtered', 'slept'], ['puts', 'usis', 'paragraphing', 'slaughtered', 'slept'])","[puts, usis, paragraphing, slaughtered, slept]",76
7,simple_neg_dis,"In the list of words: puts, usis, paragraphing, slaughtered, slept, tieken, which words do not have the letters i or u?",experimental,"(['slept'], ['puts', 'paragraphing', 'slaughtered', 'slept', 'tieken'])","[puts, slept]",77
7,comp_neg_dis,"In the list of words: puts, usis, paragraphing, slaughtered, slept, tieken, which words do not have either the letters u or i?",experimental,"(['usis', 'slept'], ['slept'])","[slaughtered, slept]",78
7,simple_neg_conj,"In the list of words: puts, usis, paragraphing, slaughtered, slept, tieken, which words do not have the letters i and u?",experimental,"(['puts', 'paragraphing', 'slaughtered', 'slept', 'tieken'], ['slept'])","[puts, slept, slaughtered]",79
7,inc_dis,"In the list of words: puts, usis, paragraphing, slaughtered, slept, tieken, which words have the letter u or i or both?",control,"['puts', 'usis', 'paragraphing', 'slaughtered', 'tieken']","[puts, usis, paragraphing, slaughtered, tieken]",80
7,ex_dis,"In the list of words: puts, usis, paragraphing, slaughtered, slept, tieken, which words have the letter i or u, but not both?",control,"['puts', 'paragraphing', 'slaughtered', 'tieken']","[puts, slept, tieken]",81
7,comp_neg,"In the list of words: puts, usis, paragraphing, slaughtered, slept, tieken, which words have neither the letter i nor p?",control,['slaughtered'],"[slaughtered, slept]",82
7,simple_pos_conj,"In the list of words: puts, usis, paragraphing, slaughtered, slept, tieken, which words have the letters p and u?",control,['puts'],"[puts, usis]",83
7,comp_neg_conj,"In the list of words: puts, usis, paragraphing, slaughtered, slept, tieken, which words do not have both the letters u and p?",control,"(['usis', 'paragraphing', 'slaughtered', 'slept', 'tieken'], ['tieken'])","[usis, paragraphing, slaughtered, slept, tieken]",84
8,simple_pos,"In the list of words: polemic, deterrence, linda, supernatant, floors, goodbody, which words have the letter e?",experimental,"['polemic', 'deterrence', 'supernatant']","[polemic, deterrence, supernatant, goodbody]",85
8,simple_neg,"In the list of words: polemic, deterrence, linda, supernatant, floors, goodbody, which words do not have the letter e?",experimental,"['linda', 'floors', 'goodbody']","[polemic, floors]",86
8,simple_pos_dis,"In the list of words: polemic, deterrence, linda, supernatant, floors, goodbody, which words have the letters l or e?",experimental,"(['polemic', 'deterrence', 'linda', 'supernatant', 'floors'], ['deterrence', 'linda', 'supernatant', 'floors'])","[polemic, deterrence, linda, supernatant, goodbody]",87
8,comp_pos_dis,"In the list of words: polemic, deterrence, linda, supernatant, floors, goodbody, which words have either the letters d or e?",experimental,"(['polemic', 'linda', 'supernatant', 'goodbody'], ['polemic', 'deterrence', 'linda', 'supernatant', 'goodbody'])","[deterrence, linda, goodbody]",88
8,simple_neg_dis,"In the list of words: polemic, deterrence, linda, supernatant, floors, goodbody, which words do not have the letters d or e?",experimental,"(['floors'], ['polemic', 'linda', 'supernatant', 'floors', 'goodbody'])","[polemic, floors, goodbody]",89
8,comp_neg_dis,"In the list of words: polemic, deterrence, linda, supernatant, floors, goodbody, which words do not have either the letters d or e?",experimental,"(['deterrence', 'floors'], ['floors'])","[polemic, floors]",90
8,simple_neg_conj,"In the list of words: polemic, deterrence, linda, supernatant, floors, goodbody, which words do not have the letters l and e?",experimental,"(['deterrence', 'linda', 'supernatant', 'floors', 'goodbody'], ['goodbody'])",[goodbody],91
8,inc_dis,"In the list of words: polemic, deterrence, linda, supernatant, floors, goodbody, which words have the letter l or e or both?",control,"['polemic', 'deterrence', 'linda', 'supernatant', 'floors']","[polemic, linda, supernatant, floors, goodbody]",92
8,ex_dis,"In the list of words: polemic, deterrence, linda, supernatant, floors, goodbody, which words have the letter l or e, but not both?",control,"['deterrence', 'linda', 'supernatant', 'floors']","[polemic, goodbody]",93
8,comp_neg,"In the list of words: polemic, deterrence, linda, supernatant, floors, goodbody, which words have neither the letter l nor d?",control,['supernatant'],[goodbody],94
8,simple_pos_conj,"In the list of words: polemic, deterrence, linda, supernatant, floors, goodbody, which words have the letters l and e?",control,['polemic'],"[polemic, linda]",95
8,comp_neg_conj,"In the list of words: polemic, deterrence, linda, supernatant, floors, goodbody, which words do not have both the letters e and l?",control,"(['deterrence', 'linda', 'supernatant', 'floors', 'goodbody'], ['goodbody'])","[polemic, floors, goodbody]",96
9,simple_pos,"In the list of words: thermal, relinquishing, mystique, frightful, somber, burlesques, which words have the letter m?",experimental,"['thermal', 'mystique', 'somber']","[mystique, somber]",97
9,simple_neg,"In the list of words: thermal, relinquishing, mystique, frightful, somber, burlesques, which words do not have the letter h?",experimental,"['mystique', 'somber', 'burlesques']","[mystique, somber, burlesques]",98
9,simple_pos_dis,"In the list of words: thermal, relinquishing, mystique, frightful, somber, burlesques, which words have the letters h or q?",experimental,"(['thermal', 'relinquishing', 'mystique', 'frightful', 'burlesques'], ['thermal', 'mystique', 'frightful', 'burlesques'])","[thermal, relinquishing, frightful]",99
9,comp_pos_dis,"In the list of words: thermal, relinquishing, mystique, frightful, somber, burlesques, which words have either the letters m or h?",experimental,"(['relinquishing', 'mystique', 'frightful', 'somber'], ['thermal', 'relinquishing', 'mystique', 'frightful', 'somber'])","[thermal, relinquishing, mystique, frightful, somber]",100
9,simple_neg_dis,"In the list of words: thermal, relinquishing, mystique, frightful, somber, burlesques, which words do not have the letters m or h?",experimental,"(['burlesques'], ['relinquishing', 'mystique', 'frightful', 'somber', 'burlesques'])","[relinquishing, frightful, somber]",101
9,comp_neg_dis,"In the list of words: thermal, relinquishing, mystique, frightful, somber, burlesques, which words do not have either the letters q or m?",experimental,"(['mystique', 'frightful'], ['frightful'])","[thermal, frightful, somber]",102
9,simple_neg_conj,"In the list of words: thermal, relinquishing, mystique, frightful, somber, burlesques, which words do not have the letters h and q?",experimental,"(['thermal', 'mystique', 'frightful', 'somber', 'burlesques'], ['somber'])","[mystique, frightful, somber, burlesques]",103
9,inc_dis,"In the list of words: thermal, relinquishing, mystique, frightful, somber, burlesques, which words have the letter q or m or both?",control,"['thermal', 'relinquishing', 'mystique', 'somber', 'burlesques']","[mystique, relinquishing, somber]",104
9,ex_dis,"In the list of words: thermal, relinquishing, mystique, frightful, somber, burlesques, which words have the letter q or h, but not both?",control,"['thermal', 'mystique', 'frightful', 'burlesques']","[relinquishing, frightful, somber]",105
9,comp_neg,"In the list of words: thermal, relinquishing, mystique, frightful, somber, burlesques, which words have neither the letter m nor h?",control,['burlesques'],"[relinquishing, frightful, somber]",106
9,simple_pos_conj,"In the list of words: thermal, relinquishing, mystique, frightful, somber, burlesques, which words have the letters q and m?",control,['mystique'],[mystique],107
9,comp_neg_conj,"In the list of words: thermal, relinquishing, mystique, frightful, somber, burlesques, which words do not have both the letters m and q?",control,"(['thermal', 'relinquishing', 'frightful', 'somber', 'burlesques'], ['frightful'])","[thermal, relinquishing, frightful, somber, burlesques]",108
10,simple_pos,"In the list of words: vacuolization, comanche, removal, contralto, navy, foe, which words have the letter e?",experimental,"['comanche', 'removal', 'foe']","[comanche, removal, foe]",109
10,simple_neg,"In the list of words: vacuolization, comanche, removal, contralto, navy, foe, which words do not have the letter c?",experimental,"['removal', 'navy', 'foe']","[navy, foe]",110
10,simple_pos_dis,"In the list of words: vacuolization, comanche, removal, contralto, navy, foe, which words have the letters e or c?",experimental,"(['vacuolization', 'comanche', 'removal', 'contralto', 'foe'], ['vacuolization', 'removal', 'contralto', 'foe'])","[vacuolization, comanche, removal, contralto, foe]",111
10,comp_pos_dis,"In the list of words: vacuolization, comanche, removal, contralto, navy, foe, which words have either the letters e or v?",experimental,"(['vacuolization', 'comanche', 'navy', 'foe'], ['vacuolization', 'comanche', 'removal', 'navy', 'foe'])","[vacuolization, removal, contralto, navy, foe]",112
10,simple_neg_dis,"In the list of words: vacuolization, comanche, removal, contralto, navy, foe, which words do not have the letters c or e?",experimental,"(['navy'], ['vacuolization', 'removal', 'contralto', 'navy', 'foe'])","[navy, foe]",113
10,comp_neg_dis,"In the list of words: vacuolization, comanche, removal, contralto, navy, foe, which words do not have either the letters v or c?",experimental,"(['vacuolization', 'foe'], ['foe'])","[navy, foe]",114
10,simple_neg_conj,"In the list of words: vacuolization, comanche, removal, contralto, navy, foe, which words do not have the letters c and e?",experimental,"(['vacuolization', 'removal', 'contralto', 'navy', 'foe'], ['navy'])","[navy, foe]",115
10,inc_dis,"In the list of words: vacuolization, comanche, removal, contralto, navy, foe, which words have the letter c or e or both?",control,"['vacuolization', 'comanche', 'removal', 'contralto', 'foe']","[vacuolization, comanche, removal, contralto]",116
10,ex_dis,"In the list of words: vacuolization, comanche, removal, contralto, navy, foe, which words have the letter c or v, but not both?",control,"['comanche', 'removal', 'contralto', 'navy']","[comanche, removal, navy, foe]",117
10,comp_neg,"In the list of words: vacuolization, comanche, removal, contralto, navy, foe, which words have neither the letter c nor e?",control,['navy'],"[navy, foe]",118
10,simple_pos_conj,"In the list of words: vacuolization, comanche, removal, contralto, navy, foe, which words have the letters v and e?",control,['removal'],"[vacuolization, removal]",119
10,comp_neg_conj,"In the list of words: vacuolization, comanche, removal, contralto, navy, foe, which words do not have both the letters v and c?",control,"(['comanche', 'removal', 'contralto', 'navy', 'foe'], ['foe'])","[navy, foe]",120
11,simple_pos,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words have the letter e?",experimental,"['maxine', 'committed', 'elegies']","[committed, elegies]",121
11,simple_neg,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words do not have the letter e?",experimental,"['matrix', 'maximal', 'dusting']","[matrix, maxine, maximal, dusting]",122
11,simple_pos_dis,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words have the letters x or t?",experimental,"(['matrix', 'maxine', 'committed', 'maximal', 'dusting'], ['maxine', 'committed', 'maximal', 'dusting'])","[maxine, committed, maximal, dusting]",123
11,comp_pos_dis,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words have either the letters x or t?",experimental,"(['maxine', 'committed', 'maximal', 'dusting'], ['matrix', 'maxine', 'committed', 'maximal', 'dusting'])","[maxine, committed, maximal, dusting]",124
11,simple_neg_dis,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words do not have the letters x or e?",experimental,"(['dusting'], ['matrix', 'committed', 'maximal', 'dusting', 'elegies'])","[committed, dusting]",125
11,comp_neg_dis,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words do not have either the letters x or e?",experimental,"(['maxine', 'dusting'], ['dusting'])","[committed, dusting]",126
11,simple_neg_conj,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words do not have the letters t and e?",experimental,"(['matrix', 'maxine', 'maximal', 'dusting', 'elegies'], ['maximal'])","[maxine, maximal, dusting]",127
11,inc_dis,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words have the letter x or e or both?",control,"['matrix', 'maxine', 'committed', 'maximal', 'elegies']","[matrix, maxine, maximal, elegies]",128
11,ex_dis,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words have the letter t or e, but not both?",control,"['matrix', 'maxine', 'dusting', 'elegies']","[maxine, maximal, dusting]",129
11,comp_neg,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words have neither the letter t nor e?",control,['maximal'],"[maxine, maximal]",130
11,simple_pos_conj,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words have the letters e and t?",control,['committed'],"[committed, dusting, elegies]",131
11,comp_neg_conj,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words do not have both the letters x and e?",control,"(['matrix', 'committed', 'maximal', 'dusting', 'elegies'], ['dusting'])","[matrix, committed, dusting, elegies]",132
