Iteration,Type,Sentence,Category,Correct Response,Model Response,Order
2,simple_pos_dis,"In the list of emoji sets: {'🐖'}, {'🦨', '🦍'}, {'🦨'}, {'🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}, which sets have a skunk or gorilla?",experimental,"([{'🦨', '🦍'}, {'🦨'}, {'🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}], [{'🦨'}, {'🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}])","[{'🦨', '🦍'}, {'🦨'}, {'🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}]",15
2,comp_pos_dis,"In the list of emoji sets: {'🐖'}, {'🦨', '🦍'}, {'🦨'}, {'🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}, which sets have either a pig or gorilla?",experimental,"([{'🐖'}, {'🦨', '🦍'}, {'🦍'}, {'🐖', '🦨'}], [{'🐖'}, {'🦨', '🦍'}, {'🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}])","[{'🐖'}, {'🦨', '🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}]",16
2,simple_neg_dis,"In the list of emoji sets: {'🐖'}, {'🦨', '🦍'}, {'🦨'}, {'🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}, which sets do not have a skunk or pig?",experimental,"([{'🦍'}], [{'🐖'}, {'🦨', '🦍'}, {'🦨'}, {'🦍'}, {'🐖', '🦍'}])","[{'🦍'}, {'🦍'}]",17
2,comp_neg_dis,"In the list of emoji sets: {'🐖'}, {'🦨', '🦍'}, {'🦨'}, {'🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}, which sets do not have either a gorilla or skunk?",experimental,"([{'🐖'}, {'🦨', '🦍'}], [{'🐖'}])",[{'🐖'}],18
2,simple_neg_conj,"In the list of emoji sets: {'🐖'}, {'🦨', '🦍'}, {'🦨'}, {'🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}, which sets do not have a gorilla and skunk?",experimental,"([{'🐖'}, {'🦨'}, {'🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}], [{'🐖'}])",[{'🐖'}],19
2,inc_dis,"In the list of emoji sets: {'🐖'}, {'🦨', '🦍'}, {'🦨'}, {'🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}, which sets have a skunk or pig or both?",control,"[{'🐖'}, {'🦨', '🦍'}, {'🦨'}, {'🐖', '🦨'}, {'🐖', '🦍'}]","[{'🐖'}, {'🦨', '🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}]",20
2,ex_dis,"In the list of emoji sets: {'🐖'}, {'🦨', '🦍'}, {'🦨'}, {'🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}, which sets have a gorilla or pig, but not both?",control,"[{'🐖'}, {'🦨', '🦍'}, {'🦍'}, {'🐖', '🦨'}]","[{'🦨'}, {'🐖'}]",21
2,comp_neg,"In the list of emoji sets: {'🐖'}, {'🦨', '🦍'}, {'🦨'}, {'🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}, which sets have neither a skunk nor gorilla?",control,[{'🐖'}],[{'🐖'}],22
2,simple_pos_conj,"In the list of emoji sets: {'🐖'}, {'🦨', '🦍'}, {'🦨'}, {'🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}, which sets have a gorilla and pig?",control,"[{'🐖', '🦍'}]","[{'🐖', '🦍'}, {'🐖', '🦨', '🦍'}]",23
2,comp_neg_conj,"In the list of emoji sets: {'🐖'}, {'🦨', '🦍'}, {'🦨'}, {'🦍'}, {'🐖', '🦨'}, {'🐖', '🦍'}, which sets do not have both a pig and gorilla?",control,"([{'🐖'}, {'🦨', '🦍'}, {'🦨'}, {'🦍'}, {'🐖', '🦨'}], [{'🦨'}])","[{'🦨'}, {'🦍'}, {'🐖', '🦨'}]",24
3,simple_pos,"In the list of emoji sets: {'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets have a rabbit?",experimental,"[{'🐇', '🐒'}, {'🐇'}, {'🐇', '🦨'}]","['🐇', '🐇', '🐇']",25
3,simple_neg,"In the list of emoji sets: {'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets do not have a skunk?",experimental,"[{'🐇', '🐒'}, {'🐇'}, {'🐒'}]","[{'🐇'}, {'🐇', '🦨'}, {'🐒'}, {'🐒', '🦨'}]",26
3,simple_pos_dis,"In the list of emoji sets: {'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets have a monkey or skunk?",experimental,"([{'🐇', '🐒'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}], [{'🐇', '🐒'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}])","[{'🐇', '🐒'}, {'🐒'}, {'🦨'}, {'🦨', '🐒'}]",27
3,comp_pos_dis,"In the list of emoji sets: {'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets have either a rabbit or monkey?",experimental,"([{'🐇'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}], [{'🐇', '🐒'}, {'🐇'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}])","['🐇', '🐒'], ['🐇'], ['🐇', '🦨'], ['🐒'], ['🦨', '🐒']",28
3,simple_neg_dis,"In the list of emoji sets: {'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets do not have a rabbit or skunk?",experimental,"([{'🐒'}], [{'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐒'}, {'🦨', '🐒'}])","[{'🐒'}, {'🐒'}]",29
3,comp_neg_dis,"In the list of emoji sets: {'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets do not have either a skunk or rabbit?",experimental,"([{'🐇', '🦨'}, {'🐒'}], [{'🐒'}])","[{'🐒'}, {'🐒'}, {'🦨', '🐒'}]",30
3,simple_neg_conj,"In the list of emoji sets: {'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets do not have a skunk and monkey?",experimental,"([{'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}], [{'🐇'}])","[{'🐇'}, {'🦨'}]",31
3,inc_dis,"In the list of emoji sets: {'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets have a monkey or skunk or both?",control,"[{'🐇', '🐒'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}]","[{'🐇', '🐒'}, {'🐇'}, {'🐒'}, {'🦨', '🐒'}]",32
3,ex_dis,"In the list of emoji sets: {'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets have a skunk or rabbit, but not both?",control,"[{'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🦨', '🐒'}]","[{'🐇'}, {'🦨'}, {'🐒'}, {'🦨', '🐒'}]",33
3,comp_neg,"In the list of emoji sets: {'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets have neither a rabbit nor monkey?",control,[{'🦨'}],"[{'🦨'}, {'🦨'}]",34
3,simple_pos_conj,"In the list of emoji sets: {'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets have a rabbit and skunk?",control,"[{'🐇', '🦨'}]","[{'🐇', '🦨'}, {'🐇', '🦨'}, {'🐇', '🦨'}]",35
3,comp_neg_conj,"In the list of emoji sets: {'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets do not have both a rabbit and skunk?",control,"([{'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐒'}, {'🦨', '🐒'}], [{'🐒'}])","[{'🐇'}, {'🐒'}, {'🐒'}, {'🐦', '🐒'}]",36
4,simple_pos,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets have a cat?",experimental,"[{'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}]","['🐈', '🦍'], ['🐈', '🐎'], ['🐈']",37
4,simple_neg,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets do not have a gorilla?",experimental,"[{'🐈', '🐎'}, {'🐈'}, {'🐎'}]","[{'🐈', '🐎'}, {'🐈'}]",38
4,simple_pos_dis,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets have a horse or cat?",experimental,"([{'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🐎'}], [{'🐈', '🦍'}, {'🐈'}, {'🦍', '🐎'}, {'🐎'}])","['🐈', '🐎'], ['🐈'], ['🦍', '🐎'], ['🐎']",39
4,comp_pos_dis,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets have either a cat or gorilla?",experimental,"([{'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}], [{'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}])","['🐈', '🦍']
['🐈', '🐎']
['🐈']
['🦍', '🐎']
['🦍']",40
4,simple_neg_dis,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets do not have a gorilla or horse?",experimental,"([{'🐈'}], [{'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍'}, {'🐎'}])","[{'🐈'}, {'🦍'}, {'🐎'}]",41
4,comp_neg_dis,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets do not have either a cat or gorilla?",experimental,"([{'🐈', '🦍'}, {'🐎'}], [{'🐎'}])","[{'🐈', '🐎'}, {'🐎'}]",42
4,simple_neg_conj,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets do not have a gorilla and cat?",experimental,"([{'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}], [{'🐎'}])",['🐎'],43
4,inc_dis,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets have a horse or cat or both?",control,"[{'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🐎'}]","[{'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🐎'}]",44
4,ex_dis,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets have a cat or gorilla, but not both?",control,"[{'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}]","[{'🐈'}, {'🦍'}, {'🐎'}]",45
4,comp_neg,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets have neither a gorilla nor horse?",control,[{'🐈'}],[{'🐈'}],46
4,simple_pos_conj,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets have a gorilla and cat?",control,"[{'🐈', '🦍'}]","[{'🐈', '🦍'}]",47
4,comp_neg_conj,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets do not have both a gorilla and cat?",control,"([{'🐈', '🐎'}, {'🐈'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}], [{'🐎'}])","[{'🐈', '🐎'}, {'🦍'}, {'🐎'}]",48
5,simple_pos,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets have a dog?",experimental,"[{'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}]","[{'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}]",49
5,simple_neg,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets do not have a dog?",experimental,"[{'🐖', '🐒'}, {'🐖'}, {'🐒'}]","[{'🐖'}, {'🐖', '🐒'}, {'🐒'}]",50
5,simple_pos_dis,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets have a monkey or pig?",experimental,"([{'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕', '🐒'}, {'🐒'}], [{'🐖'}, {'🐖', '🐕'}, {'🐕', '🐒'}, {'🐒'}])","[{'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}]",51
5,comp_pos_dis,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets have either a monkey or pig?",experimental,"([{'🐖'}, {'🐖', '🐕'}, {'🐕', '🐒'}, {'🐒'}], [{'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕', '🐒'}, {'🐒'}])","[{'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕', '🐒'}, {'🐒'}]",52
5,simple_neg_dis,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets do not have a monkey or dog?",experimental,"([{'🐖'}], [{'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐒'}])",[{'🐖'}],53
5,comp_neg_dis,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets do not have either a dog or monkey?",experimental,"([{'🐖'}, {'🐕', '🐒'}], [{'🐖'}])",[{'🐖'}],54
5,simple_neg_conj,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets do not have a dog and pig?",experimental,"([{'🐖', '🐒'}, {'🐖'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}], [{'🐒'}])","[{'🐒'}, {'🐒'}]",55
5,inc_dis,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets have a pig or dog or both?",control,"[{'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}]","[{'🐖'}, {'🐖', '🐕'}, {'🐕'}]",56
5,ex_dis,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets have a monkey or dog, but not both?",control,"[{'🐖', '🐒'}, {'🐖', '🐕'}, {'🐕'}, {'🐒'}]","[{'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐒'}]",57
5,comp_neg,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets have neither a monkey nor pig?",control,[{'🐕'}],"[{'🐕'}, {'🐕'}]",58
5,simple_pos_conj,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets have a monkey and pig?",control,"[{'🐖', '🐒'}]","[{'🐖', '🐒'}, {'🐕', '🐒'}]",59
5,comp_neg_conj,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets do not have both a monkey and dog?",control,"([{'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐒'}], [{'🐖'}])","[{'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐒'}]",60
6,simple_pos,"In the list of emoji sets: {'🐖'}, {'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}, which sets have a rabbit?",experimental,"[{'🐇'}, {'🐇', '🐖'}, {'🐇', '🦨'}]","[{'🐇'}, {'🐇', '🐖'}, {'🐇', '🦨'}]",61
6,simple_neg,"In the list of emoji sets: {'🐖'}, {'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}, which sets do not have a skunk?",experimental,"[{'🐖'}, {'🐇'}, {'🐇', '🐖'}]","[{'🐖'}, {'🐇'}, {'🐇', '🐖'}]",62
6,simple_pos_dis,"In the list of emoji sets: {'🐖'}, {'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}, which sets have a rabbit or skunk?",experimental,"([{'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}], [{'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐖', '🦨'}])","[{'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}]",63
6,comp_pos_dis,"In the list of emoji sets: {'🐖'}, {'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}, which sets have either a skunk or pig?",experimental,"([{'🐖'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}], [{'🐖'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}])","[{'🐖'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}]",64
6,simple_neg_dis,"In the list of emoji sets: {'🐖'}, {'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}, which sets do not have a skunk or pig?",experimental,"([{'🐇'}], [{'🐖'}, {'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}])",[{'🐇'}],65
6,comp_neg_dis,"In the list of emoji sets: {'🐖'}, {'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}, which sets do not have either a skunk or pig?",experimental,"([{'🐇'}, {'🐖', '🦨'}], [{'🐇'}])","[{'🐇'}, {'🐇', '🦨'}]",66
6,simple_neg_conj,"In the list of emoji sets: {'🐖'}, {'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}, which sets do not have a skunk and rabbit?",experimental,"([{'🐖'}, {'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐖', '🦨'}], [{'🐖'}])","[{'🐖'}, {'🐇'}, {'🐖', '🦨'}]",67
6,inc_dis,"In the list of emoji sets: {'🐖'}, {'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}, which sets have a rabbit or pig or both?",control,"[{'🐖'}, {'🐇'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}]","[{'🐖'}, {'🐇'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}]",68
6,ex_dis,"In the list of emoji sets: {'🐖'}, {'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}, which sets have a pig or skunk, but not both?",control,"[{'🐖'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}]","[{'🐇'}, {'🦨'}, {'🐇', '🦨'}, {'🐖', '🦨'}]",69
6,comp_neg,"In the list of emoji sets: {'🐖'}, {'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}, which sets have neither a rabbit nor pig?",control,[{'🦨'}],[{'🦨'}],70
6,simple_pos_conj,"In the list of emoji sets: {'🐖'}, {'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}, which sets have a rabbit and pig?",control,"[{'🐇', '🐖'}]","[{'🐇', '🐖'}]",71
6,comp_neg_conj,"In the list of emoji sets: {'🐖'}, {'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}, {'🐖', '🦨'}, which sets do not have both a pig and skunk?",control,"([{'🐖'}, {'🐇'}, {'🦨'}, {'🐇', '🐖'}, {'🐇', '🦨'}], [{'🐇'}])","[{'🐇'}, {'🐖'}, {'🐇', '🐖'}, {'🐖', '🦨'}, {'🐇', '🦨'}]",72
7,simple_pos,"In the list of emoji sets: {'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets have a rabbit?",experimental,"[{'🐇', '🐒'}, {'🐇'}, {'🐇', '🦨'}]","['🐇', '🐇', '🐇']",73
7,simple_neg,"In the list of emoji sets: {'🐇', '🐒'}, {'🐇'}, {'🦨'}, {'🐇', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets do not have a monkey?",experimental,"[{'🐇'}, {'🦨'}, {'🐇', '🦨'}]","[{'🐇'}, {'🦨'}, {'🦨', '🐒'}]",74
